query,expected_attack_type,method,backend,k,rank,doc_id,retrieved_attack_type,is_relevant,status,sentence_bert_model,faiss_enabled,description_naturelle,log_example,snort_rule_reference
"Normal HTTP health check from the monitoring server, no attack",benign_traffic,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,3,3,SNORT-P1-0176,malware_c2,False,ready,sentence-transformers/all-MiniLM-L6-v2,False,Triage memo: periodic malware C2 beaconing to /image/check over port 443; analyst highlighted periodic beacon for retrieval and explanation.,"10.50.0.25 - - [25/May/2026:16:15:31 +0000] ""POST /image/check HTTP/1.1"" 200 64 ""-"" ""svc-update/1.0"" comment=""c2 heartbeat""","alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""P1 Malware C2 beacon 16""; flow:to_server,established; content:""/image/check""; nocase; detection_filter:track by_src,count 4,seconds 300; classtype:trojan-activity; sid:9100176; rev:1;)"
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,1,SNORT-P1-0006,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Detect a SYN port scan from one external host against ports 8080,8443,9000,9443 on an internal server SYN scan","1716800005.12 C005 198.51.100.15 40055 10.0.1.25 80 tcp S0 scan_ports=ports 8080,8443,9000,9443 msg=sequential SYN scan","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 6""; flags:S; detection_filter:track by_src,count 11,seconds 8; classtype:attempted-recon; sid:9100006; rev:1;)"
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,2,SNORT-P1-0014,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Detect a SYN port scan from one external host against ports 1521,2483,3306,5432 on an internal server SYN scan","1716800013.12 C013 198.51.100.23 40143 10.0.1.33 80 tcp S0 scan_ports=ports 1521,2483,3306,5432 msg=sequential SYN scan","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 14""; flags:S; detection_filter:track by_src,count 11,seconds 7; classtype:attempted-recon; sid:9100014; rev:1;)"
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,3,SNORT-P1-0001,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Détection port scan: a SYN port scan from one external host against ports 21,22,80,443 on an internal server. Mot clé observé: SYN scan.","2026-05-25T08:10:12Z FW scan_event src=198.51.100.10 dst=10.0.0.20 proto=TCP spt=40000 dpt=22 flags=SYN note=connection attempts to ports 21,22,80,443 within 7s","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 1""; flags:S; detection_filter:track by_src,count 10,seconds 6; classtype:attempted-recon; sid:9100001; rev:1;)"
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,4,SNORT-P1-0002,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Je veux repérer a SYN port scan from one external host against ports 22,25,110,143 on an internal server avec l'indice SYN scan.","1716800001.12 C001 198.51.100.11 40011 10.0.1.21 80 tcp S0 scan_ports=ports 22,25,110,143 msg=sequential SYN scan","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 2""; flags:S; detection_filter:track by_src,count 11,seconds 7; classtype:attempted-recon; sid:9100002; rev:1;)"
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,5,SNORT-P1-0017,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Détection port scan: a SYN port scan from one external host against ports 22,80,443,3128 on an internal server. Mot clé observé: SYN scan.","2026-05-25T08:26:12Z FW scan_event src=198.51.100.26 dst=10.0.0.36 proto=TCP spt=40176 dpt=22 flags=SYN note=connection attempts to ports 22,80,443,3128 within 7s","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 17""; flags:S; detection_filter:track by_src,count 10,seconds 7; classtype:attempted-recon; sid:9100017; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,1,SNORT-P1-0023,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Need a detection entry for repeated SSH login failures against account backup on port 22; the critical observable is failed password.,May 25 09:02:14 bastion sshd[2102]: Failed password for backup from 203.0.113.22 port 45002 ssh2 repeated=9,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 3""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 8,seconds 60; classtype:attempted-admin; sid:9100023; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,2,SNORT-P1-0039,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Need a detection entry for repeated SSH login failures against account audit on port 22; the critical observable is failed password.,May 25 09:18:14 bastion sshd[2118]: Failed password for audit from 203.0.113.38 port 45018 ssh2 repeated=9,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 19""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 8,seconds 60; classtype:attempted-admin; sid:9100039; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,3,SNORT-P1-0031,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Need a detection entry for repeated SSH login failures against account devops on port 22; the critical observable is failed password.,May 25 09:10:14 bastion sshd[2110]: Failed password for devops from 203.0.113.30 port 45010 ssh2 repeated=9,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 11""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 8,seconds 60; classtype:attempted-admin; sid:9100031; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,4,SNORT-P1-0026,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect repeated SSH login failures against account ubuntu on port 22 failed password,2026-05-25T09:05:14Z IDS ssh_auth_failure src=203.0.113.25 dst=10.10.0.35 proto=TCP dpt=22 user=ubuntu attempts=8 event=authentication failure,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 6""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 7,seconds 60; classtype:attempted-admin; sid:9100026; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,5,SNORT-P1-0040,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Find this behavior: repeated SSH login failures against account training on port 22. Watch for failed password.,2026-05-25T09:19:14Z IDS ssh_auth_failure src=203.0.113.39 dst=10.10.0.49 proto=TCP dpt=22 user=training attempts=10 event=authentication failure,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 20""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 9,seconds 60; classtype:attempted-admin; sid:9100040; rev:1;)"
Détecter une injection SQL UNION SELECT dans une URL HTTP,sql_injection,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,1,SNORT-P1-0056,sql_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Triage memo: an SQL injection attempt in a web request carrying payload union select null; analyst highlighted union select null for retrieval and explanation.,"2026/05/25 10:15:02 [warn] waf: client=192.0.2.55 host=shop.local uri=""/search?q=union select null"" msg=""SQL keyword detected"" status=403 proto=HTTP","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 SQL injection payload 16""; flow:to_server,established; content:""union select null""; nocase; classtype:web-application-attack; sid:9100056; rev:1;)"
Détecter une injection SQL UNION SELECT dans une URL HTTP,sql_injection,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,2,SNORT-P1-0041,sql_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Détection sql injection: an SQL injection attempt in a web request carrying payload UNION SELECT. Mot clé observé: UNION SELECT.,"192.0.2.40 - - [25/May/2026:10:00:02 +0000] ""GET /products?id=7%20UNION%20SELECT%20users HTTP/1.1"" 500 812 ""-"" ""sqlmap/1.7""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 SQL injection payload 1""; flow:to_server,established; content:""UNION SELECT""; nocase; classtype:web-application-attack; sid:9100041; rev:1;)"
Détecter une injection SQL UNION SELECT dans une URL HTTP,sql_injection,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,3,SNORT-P1-0047,sql_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Incident detail: an SQL injection attempt in a web request carrying payload UNION ALL SELECT. Multiple traces suggest the token UNION ALL SELECT and repeated network activity in the logs.,"192.0.2.46 - - [25/May/2026:10:06:02 +0000] ""GET /products?id=7%20UNION%20ALL%20SELECT%20users HTTP/1.1"" 500 812 ""-"" ""sqlmap/1.7""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 SQL injection payload 7""; flow:to_server,established; content:""UNION ALL SELECT""; nocase; classtype:web-application-attack; sid:9100047; rev:1;)"
Détecter une injection SQL UNION SELECT dans une URL HTTP,sql_injection,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,4,SNORT-P1-0044,sql_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Find this behavior: an SQL injection attempt in a web request carrying payload SELECT@@version. Watch for SELECT@@version.,"2026/05/25 10:03:02 [warn] waf: client=192.0.2.43 host=shop.local uri=""/search?q=SELECT@@version"" msg=""SQL keyword detected"" status=403 proto=HTTP","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 SQL injection payload 4""; flow:to_server,established; content:""SELECT@@version""; nocase; classtype:web-application-attack; sid:9100044; rev:1;)"
Détecter une injection SQL UNION SELECT dans une URL HTTP,sql_injection,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,5,SNORT-P1-0060,sql_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Find this behavior: an SQL injection attempt in a web request carrying payload cast((select. Watch for cast((select.,"2026/05/25 10:19:02 [warn] waf: client=192.0.2.59 host=shop.local uri=""/search?q=cast((select"" msg=""SQL keyword detected"" status=403 proto=HTTPS","alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""P1 SQL injection payload 20""; flow:to_server,established; content:""cast((select""; nocase; classtype:web-application-attack; sid:9100060; rev:1;)"
Detect XSS attack where the URI contains <script>alert(1)</script>,xss,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,1,SNORT-P1-0061,xss,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Détection xss: a reflected XSS probe containing <script>alert(1)</script> in a web parameter. Mot clé observé: <script>alert(1)</script>.,"203.0.113.60 - - [25/May/2026:11:00:22 +0000] ""GET /comment?text=<script>alert(1)</script> HTTP/1.1"" 200 421 ""https://forum.local/thread/7"" ""Mozilla/5.0""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 XSS payload marker 1""; flow:to_server,established; content:""<script>alert(1)</script""; nocase; pcre:""/\<script\>alert(1)\<\/script\>/i""; classtype:web-application-attack; sid:9100061; rev:1;)"
Detect XSS attack where the URI contains <script>alert(1)</script>,xss,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,2,SNORT-P1-0073,xss,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,SOC note: investigate a reflected XSS probe containing <svg><script>alert(7)</script> in a web parameter; correlate repeated events and keyword <svg><script>alert(7)</script>.,"203.0.113.72 - - [25/May/2026:11:12:22 +0000] ""GET /comment?text=<svg><script>alert(7)</script> HTTP/1.1"" 200 421 ""https://forum.local/thread/7"" ""Mozilla/5.0""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 XSS payload marker 13""; flow:to_server,established; content:""<svg><script>alert(7)</s""; nocase; pcre:""/\<svg\>\<script\>alert(7)\<\/script\>/i""; classtype:web-application-attack; sid:9100073; rev:1"
Detect XSS attack where the URI contains <script>alert(1)</script>,xss,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,3,SNORT-P1-0071,xss,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Need a detection entry for a reflected XSS probe containing <script>fetch(""/x"")</script> in a web parameter; the critical observable is <script>fetch(""/x"")</script>.","203.0.113.70 - - [25/May/2026:11:10:22 +0000] ""GET /comment?text=<script>fetch(""/x"")</script> HTTP/1.1"" 200 421 ""https://forum.local/thread/7"" ""Mozilla/5.0""","alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""P1 XSS payload marker 11""; flow:to_server,established; content:""<script>fetch(""/x"")</scr""; nocase; pcre:""/\<script\>fetch(""\/x"")\<\/script\>/i""; classtype:web-application-attack; sid:9100071; rev:1;)"
Detect XSS attack where the URI contains <script>alert(1)</script>,xss,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,4,SNORT-P1-0064,xss,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Find this behavior: a reflected XSS probe containing javascript:alert(1) in a web parameter. Watch for javascript:alert(1).,"2026-05-25T11:03:22Z proxy event src=203.0.113.63 dst=10.20.0.13 proto=HTTP uri=""/feedback?msg=javascript:alert(1)"" note=""reflected xss marker""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 XSS payload marker 4""; flow:to_server,established; content:""javascript:alert(1)""; nocase; pcre:""/javascript:alert(1)/i""; classtype:web-application-attack; sid:9100064; rev:1;)"
Detect XSS attack where the URI contains <script>alert(1)</script>,xss,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,5,SNORT-P1-0066,xss,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect a reflected XSS probe containing <iframe src=javascript:alert(1)> in a web parameter <iframe src=javascript:alert(1)>,"2026-05-25T11:05:22Z proxy event src=203.0.113.65 dst=10.20.0.15 proto=TCP uri=""/feedback?msg=<iframe src=javascript:alert(1)>"" note=""reflected xss marker""","alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""P1 XSS payload marker 6""; flow:to_server,established; content:""<iframe src""; nocase; pcre:""/\<iframe src=javascript:alert(1)\>/i""; classtype:web-application-attack; sid:9100066; rev:1;)"
Detect command injection with cmd parameter and whoami in HTTP request,command_injection,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,1,SNORT-P1-0099,command_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Need a detection entry for a command injection attempt using payload |cmd.exe /c whoami in a web-exposed parameter; the critical observable is |cmd.exe /c whoami.,"2026-05-25T12:18:55Z waf alert src=198.51.100.98 dst=10.30.0.28 uri=""/cgi-bin/admin?cmd=|cmd.exe /c whoami"" action=blocked signature=command_injection proto=HTTP","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 Command injection payload 19""; flow:to_server,established; content:""|cmd.exe /c whoami""; nocase; classtype:web-application-attack; sid:9100099; rev:1;)"
Detect command injection with cmd parameter and whoami in HTTP request,command_injection,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,2,SNORT-P1-0087,command_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Incident detail: a command injection attempt using payload && bash -c whoami in a web-exposed parameter. Multiple traces suggest the token && bash -c whoami and repeated network activity in the logs.,"2026-05-25T12:06:55Z waf alert src=198.51.100.86 dst=10.30.0.16 uri=""/cgi-bin/admin?cmd=&& bash -c whoami"" action=blocked signature=command_injection proto=HTTP","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 Command injection payload 7""; flow:to_server,established; content:""&& bash -c whoami""; nocase; classtype:web-application-attack; sid:9100087; rev:1;)"
Detect command injection with cmd parameter and whoami in HTTP request,command_injection,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,3,SNORT-P1-0095,command_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Incident detail: a command injection attempt using payload cmd=dir in a web-exposed parameter. Multiple traces suggest the token cmd=dir and repeated network activity in the logs.,"2026-05-25T12:14:55Z waf alert src=198.51.100.94 dst=10.30.0.24 uri=""/cgi-bin/admin?cmd=cmd=dir"" action=blocked signature=command_injection proto=TCP","alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""P1 Command injection payload 15""; flow:to_server,established; content:""cmd=dir""; nocase; classtype:web-application-attack; sid:9100095; rev:1;)"
Detect command injection with cmd parameter and whoami in HTTP request,command_injection,hybrid_rerank_0.75,hybrid_tfidf_bm25_rerank,5,4,SNORT-P1-0094,command_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect a command injection attempt using payload ; ping -c 1 198.51.100.8 in a web-exposed parameter ; ping -c 1 198.51.100.8,"198.51.100.93 - - [25/May/2026:12:13:55 +0000] ""POST /tools/run HTTP/1.1"" 500 921 ""-"" ""curl/8.0"" body=""name=test; ping -c 1 198.51.100.8""","alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""P1 Command injection payload 14""; flow:to_server,established; content:""; ping -c 1 198.51.100.8""; nocase; classtype:web-application-attack; sid:9100094; rev:1;)"
